fid,id,nb_points,x,y,h,lat,lon,z,gnd_elev,min_h,delta_h,avg_intensity,source,validity,is_outlier,is_windmill,windmill_h,windmill_id,windmill_status,windmill_stand,in_nrw,eTOD_found,eTOD_name,eTOD_z,eTOD_h,eTOD_descr,eTOD_dist,eTOD_x,eTOD_y,AIP_issue,ALS_issue,processed_on,ALS_comment,AIP_comment,free_comment,view_available,object_type,OSINT,duplicate,2D_embed_link,3D_embed_link
"2530",1.3.115,"4723",336244.265,5651812.105,106.9400018,50.994591,6.666751084,189.36,82.41999817,60.0074939,46.93250793,33898.64366,3dm_32_336_5651_1_nw.laz,2022-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,cooling tower,,false,https://dme-3.github.io/Obstacles-Map/embeds/1.3.115-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.3.115-3D.html
"2533",1.3.118,"1968",369014.525,5671000.755,104.7849957,51.17540969,7.126153689,228.68,123.8950043,60.01999634,44.76499939,24482.71494,3dm_32_369_5671_1_nw.laz,2020-12,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,electricity cable,,true,https://dme-3.github.io/Obstacles-Map/embeds/1.3.118-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.3.118-3D.html
"2535",1.3.120,"4422",371740.915,5674335.628,104.2524982,51.20599866,7.163916106,273.52,169.2675018,60.00501099,44.24748718,23490.84622,3dm_32_371_5674_1_nw.laz,2020-12,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,electricity cable,,false,https://dme-3.github.io/Obstacles-Map/embeds/1.3.120-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.3.120-3D.html
"2536",1.3.121,"7500",354625.72,5645871.683,104.0999991,50.9461013,6.930536125,152.39,48.29000092,60.02999847,44.07000061,35550.8272,3dm_32_354_5645_1_nw.laz,2022-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,Deutsche Telekom Tower,true,building,"104 m with antenna
99 m without
https://de.wikipedia.org/wiki/Liste_der_Hochhäuser_in_Köln",false,https://dme-3.github.io/Obstacles-Map/embeds/1.3.121-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.3.121-3D.html
"2538",1.3.123,"9037",344454.03,5679607.74,103.4425006,51.24659734,6.771330503,140.27,36.82749939,60.03250214,43.40999847,44612.1713,3dm_32_344_5679_1_nw.laz,2022-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,,https://dme-3.github.io/Obstacles-Map/embeds/1.3.123-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.3.123-3D.html
"2539",1.3.124,"925",348031.0925,5661283.445,103.0650012,51.08290187,6.830293202,147.47,44.40499878,60.05999893,43.00500229,39375.02162,3dm_32_348_5661_1_nw.laz,2022-02,false,false,,,,,true,false,,,,,,,,false,true,,outlier / smoke,,,true,,,,https://dme-3.github.io/Obstacles-Map/embeds/1.3.124-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.3.124-3D.html
"2541",1.3.126,"756",332322.41,5662484.122,102.0650002,51.08931529,6.605653884,158.85,56.78499985,60.00000015,42.065,37021.19577,3dm_32_332_5662_1_nw.laz,2022-02,false,false,,,,,true,false,,,,,,,,false,true,,outlier / smoke,,,true,antenna,,,https://dme-3.github.io/Obstacles-Map/embeds/1.3.126-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.3.126-3D.html
"2544",1.3.129,"605",344487.074,5668608.765,100.5724997,51.14776526,6.77654351,140.94,40.36750031,60.01000061,40.56249908,34618.04793,3dm_32_344_5668_1_nw.laz,2022-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/1.3.129-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.3.129-3D.html
"2545",1.3.130,"816",348004.9808,5677066.058,100.1100008,51.22472263,6.823253278,140.66,40.54999924,60.12000076,39.99,34788.85539,3dm_32_348_5677_1_nw.laz,2022-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 18:23:14,,missing,,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/1.3.130-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/1.3.130-3D.html
"3819",2.1.103,"2716",330641.472,5710221.178,121.6025014,51.51767758,6.558979996,148.73,27.12749863,60.51749886,61.08500252,1411.392489,3dm_32_330_5710_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,temporary object (e.g. crane),,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.103-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.103-3D.html
"3885",2.1.109,"15167",341343.6733,5711121.932,121.0400003,51.52888999,6.71270289,149.61,28.56999969,60.01999908,61.02000122,1271.73416,3dm_32_341_5711_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,true,2024/02/08 00:00:00,outlier / smoke,missing,"14 m building, smoke on top",true,building,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.109-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.109-3D.html
"3918",2.1.112,"1186",363178.935,5717563.526,120.6174969,51.59249579,7.024790094,186.48,65.86250305,60.13249878,60.48499817,1193.477234,3dm_32_363_5717_1_nw.laz,2020-03,false,false,,,,,true,false,NORDRHEIN-WESTFALEN 260-30,,,,,,,true,false,2024/02/08 00:00:00,,displaced,NORDRHEIN-WESTFALEN 260-30 stack displaced by 310 m !,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.112-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.112-3D.html
"4248",2.1.142,"31",340221.3767,5723553.747,117.9199997,51.6402625,6.690906831,145.85,27.93000031,83.94499931,33.97500038,562.0322581,3dm_32_340_5723_1_nw.laz,2020-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.142-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.142-3D.html
"4472",2.1.166,"3390",332174.442,5715434.21,115.0800008,51.56496869,6.578604683,139.96,24.87999916,60.00250061,55.07750023,1280.182891,3dm_32_332_5715_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,displaced,smoke stack displaced by 82 m,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.166-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.166-3D.html
"4477",2.1.171,"426",306233.16,5696464.42,114.5824998,51.38629402,6.215165048,143.53,28.94750023,60.01000015,54.57249962,1014.234742,3dm_32_306_5696_1_nw.laz,2020-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"4497",2.1.191,"42",341474.93,5711092.55,111.5524997,51.52866147,6.714626202,140.42,28.86750031,62.01749878,49.53500092,1279.357143,3dm_32_341_5711_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.191-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.191-3D.html
"4500",2.1.194,"22",342692.711,5708357.722,111.3300005,51.50444879,6.733384783,140.64,29.30999947,102.1900001,9.140000458,1349.772727,3dm_32_342_5708_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.194-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.194-3D.html
"4508",2.1.202,"10367",374171.69,5697728.88,109.7999976,51.4167919,7.190473841,178.49,68.69000244,60.00000244,49.79999512,92.82019871,3dm_32_374_5697_1_nw.laz,2019-12,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 21:31:35,,missing,,true,electricity pylon,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.202-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.202-3D.html
"4509",2.1.203,"817",364336.2145,5711670.505,109.6174996,51.53978605,7.043773293,141.53,31.91250038,60.08749992,49.52999969,1318.893513,3dm_32_364_5711_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.203-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.203-3D.html
"4510",2.1.204,"14222",359071.4671,5709414.739,109.4050024,51.51828961,6.968736759,143.34,33.93499756,60.00750092,49.39750153,1247.643018,3dm_32_359_5709_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,building,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.204-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.204-3D.html
"4520",2.1.214,"904",376044.63,5710819.81,105.5600003,51.53483181,7.212805099,168.63,63.06999969,60.03999863,45.52000168,70.01327434,3dm_32_376_5710_1_nw.laz,2019-12,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.214-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.214-3D.html
"4521",2.1.215,"73102",339392.0236,5716658.562,105.5350014,51.57807219,6.682087508,131.35,25.81499863,60.00000031,45.53500107,1221.380851,3dm_32_339_5716_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,small chimney on building above 100 m,true,building,https://de.wikipedia.org/wiki/Kraftwerk_Voerde,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.215-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.215-3D.html
"4523",2.1.217,"13356",359226.8618,5709185.356,104.3824976,51.51622539,6.971112037,137.76,33.37750244,60.00000092,44.38249664,516.565888,3dm_32_359_5709_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,electricity pylon,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.217-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.217-3D.html
"4525",2.1.219,"9454",343112.58,5708635.9,103.3500005,51.50704658,6.739309014,132.16,28.80999947,60.00000023,43.35000031,842.6207954,3dm_32_343_5708_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.219-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.219-3D.html
"4529",2.1.223,"14116",362169.3119,5702662.585,102.8450024,51.45833755,7.015917075,170.28,67.43499756,60.01250092,42.83250153,1153.792717,3dm_32_362_5702_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 21:26:36,,missing,106 m according to OSINT,true,building,https://de.wikipedia.org/wiki/Rathaus_Essen,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.223-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.223-3D.html
"4532",2.1.226,"3674",341277.8619,5693703.2,101.7700002,51.37237074,6.719597175,135.18,33.40999985,60.06000183,41.70999832,683.8652695,3dm_32_341_5693_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,industrial system (Hochofen),true,other,"HKM Hochofen A - Steel fabricator
47259 Duisburg
https://www.google.com/maps/place/HKM+Hochofen+A/@51.3724087,6.7195723,15z/data=!4m2!3m1!1s0x47b8b9ade93da591:0xed449c59fc8793ce",false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.226-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.226-3D.html
"4533",2.1.227,"752",337519.2139,5703072.704,101.6499996,51.45549643,6.661355485,129.75,28.10000038,60.00000038,41.64999924,1105.446809,3dm_32_337_5703_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.227-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.227-3D.html
"4535",2.1.229,"5297",341408.2417,5693994.455,101.4349994,51.37500877,6.72133757,134.67,33.23500061,60.00749878,41.42750061,1100.256938,3dm_32_341_5693_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.229-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.229-3D.html
"4539",2.1.233,"365",372667.8718,5713401.079,100.8699989,51.55729893,7.163193643,147.25,46.38000107,60.14000183,40.7299971,138.4712329,3dm_32_372_5713_1_nw.laz,2019-12,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.233-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.233-3D.html
"4542",2.1.236,"4214",338399.6408,5689564.208,100.7050005,51.33436949,6.68015633,133.56,32.85499954,60.00750122,40.69749924,1421.02729,3dm_32_338_5689_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,temporary object (e.g. crane),,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.236-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.236-3D.html
"4543",2.1.237,"260",359380.1276,5709530.119,100.6324985,51.519346,6.973205588,135.22,34.58750153,60.01500061,40.61749786,793.6923077,3dm_32_359_5709_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.237-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.237-3D.html
"4544",2.1.238,"18439",358374.1971,5708763.756,100.4125015,51.5119374,6.95794001,133.95,33.53749847,60.00000015,40.41250137,621.3024025,3dm_32_358_5708_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.238-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.238-3D.html
"4547",2.1.241,"360",372728.9689,5713407.99,100.2799985,51.55737151,7.164084576,146.68,46.40000153,60.15999847,40.12,142.4805556,3dm_32_372_5713_1_nw.laz,2019-12,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,building,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.241-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.241-3D.html
"4548",2.1.242,"185",359307.6519,5709496.545,100.2599985,51.51902835,6.972164255,134.91,34.65000153,60.37249893,39.88749954,981.4162162,3dm_32_359_5709_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.242-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.242-3D.html
"4549",2.1.243,"65",359452.126,5709564.094,100.2325006,51.51969472,6.974223934,134.81,34.57749939,62.64499878,37.58750183,923.5538462,3dm_32_359_5709_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,smoke stack,https://de.wikipedia.org/wiki/Kokerei_Prosper,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.243-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.243-3D.html
"4550",2.1.244,"15313",357996.074,5708570.315,100.2000005,51.51039532,6.95365543,133.93,33.72999954,60.00000107,40.19999939,613.6406321,3dm_32_357_5708_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,electricity pylon,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.244-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.244-3D.html
"4551",2.1.245,"433",361051.7165,5701713.227,100.1100015,51.44954398,7.000357974,185.46,85.34999847,60.185,39.92500153,1051.143187,3dm_32_361_5701_1_nw.laz,2020-03,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,smoke stack,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.1.245-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.1.245-3D.html
"5433",2.2.180,"599",313832.65,5750127.4,138.0299995,51.87081745,6.295727001,153.3,15.27000046,60.02999958,77.99999996,36548.28381,3dm_32_313_5750_1_nw.laz,2020-01,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"5436",2.2.183,"688",314302.93,5749138.71,137.1199998,51.86209457,6.30308161,151.46,14.34000015,60.14000019,76.97999966,35123.96221,3dm_32_314_5749_1_nw.laz,2020-01,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"5454",2.2.201,"747",314178.262,5749699.166,134.5300003,51.86708796,6.300977302,148.85,14.31999969,60.03000031,74.5,34769.76037,3dm_32_314_5749_1_nw.laz,2020-01,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"5495",2.2.242,"347",314306.5175,5749446.223,129.5300003,51.86486253,6.302988596,143.89,14.35999966,62.53999996,66.99000038,30308.80115,3dm_32_314_5749_1_nw.laz,2020-01,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"5554",2.2.301,"831",314283.2917,5748838.503,120.7449999,51.85939124,6.302946184,134.79,14.04500008,60.23250031,60.51249962,40729.6426,3dm_32_314_5748_1_nw.laz,2020-01,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"5568",2.2.315,"349",314063.25,5749929.51,117.7900001,51.86910258,6.298889239,132.91,15.11999989,65.58999969,52.20000042,35045.54155,3dm_32_314_5749_1_nw.laz,2020-01,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"5637",2.2.384,"2793",307877.6523,5745766.838,102.0124998,51.83095925,6.211894279,116.96,14.94750023,60.00750034,42.00499943,7530.54744,3dm_32_307_5745_1_nw.laz,2020-01,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/2.2.384-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.2.384-3D.html
"5641",2.2.388,"372",315482.6296,5738190.81,101.0274988,51.76416822,6.325997258,121.56,20.53250122,60.40749901,40.61999977,20813.07796,3dm_32_315_5738_1_nw.laz,2020-01,false,false,,,,,true,false,,,,,,,,true,false,,,missing,sign on Wunderland Kalkar,true,other,https://de.wikipedia.org/wiki/Wunderland_Kalkar,false,https://dme-3.github.io/Obstacles-Map/embeds/2.2.388-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/2.2.388-3D.html
"7671",3.2.100,"851",464931.402,5782450.778,140.8674988,52.19140394,8.486985002,207.4,66.53250122,60.00750244,80.85999634,41062.9436,3dm_32_464_5782_1_nw.laz,2023-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"7672",3.2.101,"1120",432384.77,5775784.34,140.8200021,52.12844366,8.01223948,219.81,78.98999786,60.04000031,80.78000183,96.10535714,3dm_32_432_5775_1_nw.laz,2019-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"7673",3.2.102,"1044",433463.1,5774260.66,140.4599994,52.11487745,8.028287793,215.07,74.61000061,60.06000122,80.39999817,163.2193487,3dm_32_433_5774_1_nw.laz,2019-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"7675",3.2.104,"483",454132.91,5805567.62,140.0025009,52.39842639,8.325870652,184.15,44.14749908,61.05000031,78.95250061,38354.15942,3dm_32_454_5805_1_nw.laz,2023-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"7678",3.2.107,"126",401171.305,5786326.125,138.9100002,52.21848954,7.553313436,181.82,42.90999985,60.40999878,78.50000137,36.9047619,3dm_32_401_5786_1_nw.laz,2019-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,temporary object (e.g. crane),,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.107-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.107-3D.html
"7683",3.2.112,"885",430326.84,5774201.92,137.8200006,52.11396312,7.982505173,211.46,73.63999939,60.02999634,77.79000427,174.3242938,3dm_32_430_5774_1_nw.laz,2019-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"7689",3.2.118,"509",455719.265,5805159.155,136.7125005,52.39488292,8.349238637,180.88,44.16749954,60.22500046,76.4875,35707.46365,3dm_32_455_5805_1_nw.laz,2023-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"7694",3.2.123,"56",465746.65,5793243.17,135.8724945,52.28847861,8.497811596,264.05,128.1775055,100.0900012,35.78249329,26595.80357,3dm_32_465_5793_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.123-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.123-3D.html
"7704",3.2.133,"48",467284.93,5792824.945,135.0574982,52.28480922,8.520401295,239.7,104.6425018,99.00750031,36.04999786,35574.14583,3dm_32_467_5792_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.133-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.133-3D.html
"7724",3.2.153,"36",460687.315,5776530.568,130.8900037,52.13788445,8.425594057,230.48,99.58999634,97.01999908,33.87000458,27737.75,3dm_32_460_5776_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.153-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.153-3D.html
"7735",3.2.164,"583",455288.1,5805158.905,128.1174994,52.39484985,8.342902615,172.79,44.67250061,60.00500031,68.11249908,34519.44768,3dm_32_455_5805_1_nw.laz,2023-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"7740",3.2.169,"202",454450.5573,5805442.109,126.8875011,52.39733879,8.330580797,171.07,44.18249893,110.3399994,16.54750168,22912.97525,3dm_32_454_5805_1_nw.laz,2023-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"7760",3.2.189,"63",402603.77,5734424.39,123.3100027,51.75224233,7.589017976,196.94,73.62999725,75.93999969,47.37000305,10.31746032,3dm_32_402_5734_1_nw.laz,2018-11,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.189-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.189-3D.html
"7779",3.2.208,"7034",429274.4895,5726388.058,120.4300018,51.68425236,7.977050885,183.35,62.91999817,60.00999863,60.4200032,220.0719363,3dm_32_429_5726_1_nw.laz,2018-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,destroyed,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.208-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.208-3D.html
"7798",3.2.227,"46",403126.02,5734449.07,118.1400003,51.75255473,7.596574495,202.21,84.06999969,72.77000183,45.36999847,13.73913043,3dm_32_403_5734_1_nw.laz,2018-11,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.227-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.227-3D.html
"7833",3.2.262,"5732",424096.7232,5780996.983,111.8299985,52.17421264,7.890021667,193.48,81.65000153,60.01000122,51.81999725,142.0922889,3dm_32_424_5780_1_nw.laz,2019-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,building,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.262-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.262-3D.html
"7838",3.2.267,"586",424097.2725,5781000.45,111.1899982,52.17425519,7.890004961,193.02,81.83000183,60.01999908,51.16999908,150.3481229,3dm_32_424_5781_1_nw.laz,2019-02,false,false,,,,,true,false,,,,,,,,true,false,2024/02/08 00:00:00,,missing,,true,building,,true,https://dme-3.github.io/Obstacles-Map/embeds/3.2.267-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.267-3D.html
"7839",3.2.268,"25",464254.27,5791321.63,111.1199927,52.27111261,8.476145271,261.19,150.0700073,101.7824927,9.3375,30106.28,3dm_32_464_5791_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.268-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.268-3D.html
"7842",3.2.271,"40",464324.3383,5800665.907,110.8224994,52.35511635,8.47615619,157.62,46.79750061,99.49749832,11.32500107,22102.9,3dm_32_464_5800_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.271-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.271-3D.html
"7849",3.2.278,"139",454823.8367,5805383.905,108.8350012,52.39682662,8.336020591,151.24,42.40499878,97.90749924,10.92750198,43995.34532,3dm_32_454_5805_1_nw.laz,2023-02,false,false,,,,,false,false,,,,,,,,,,,,,,false,,,,,
"7856",3.2.285,"109",461207.1403,5772309.538,107.9474963,52.099969,8.433645691,224.67,116.7225037,97.63749512,10.31000122,42129.6789,3dm_32_461_5772_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.285-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.285-3D.html
"7857",3.2.286,"27",450896.9262,5775636.265,107.5875,52.1290718,8.282674748,267.15,159.5625,99.18749817,8.400001831,36863.37037,3dm_32_450_5775_1_nw.laz,2023-02,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.286-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.286-3D.html
"7858",3.2.287,"30",463243.635,5811744.722,107.5799997,52.45465056,8.459087503,233.01,125.4300003,99.04500031,8.53499939,32898.8,3dm_32_463_5811_1_nw.laz,2023-03,false,false,,,,,true,false,,,,,,,,false,true,2024/02/08 00:00:00,outlier / smoke,,,true,,,false,https://dme-3.github.io/Obstacles-Map/embeds/3.2.287-2D.html,https://dme-3.github.io/Obstacles-Map/embeds/3.2.287-3D.html
